time,open,high,low,close,tick_volume
2026-03-20 03:00:00,1.15635,1.15635,1.15561,1.15564,940
2026-03-20 04:00:00,1.15564,1.1559599999999999,1.15548,1.15554,689
2026-03-20 05:00:00,1.15554,1.15608,1.15522,1.15523,1124
2026-03-20 06:00:00,1.15523,1.15659,1.15523,1.15589,1563
2026-03-20 07:00:00,1.15586,1.1575,1.15555,1.15725,3186
2026-03-20 08:00:00,1.15727,1.1580300000000001,1.15673,1.15675,3184
2026-03-20 09:00:00,1.15675,1.15726,1.15473,1.15479,3865
2026-03-20 10:00:00,1.15482,1.15622,1.15347,1.15595,3782
2026-03-20 11:00:00,1.15594,1.15796,1.15567,1.15712,3189
2026-03-20 12:00:00,1.1571500000000001,1.15795,1.15617,1.15641,5048
2026-03-20 13:00:00,1.15643,1.1565400000000001,1.15397,1.15409,5417
2026-03-20 14:00:00,1.15407,1.15436,1.15244,1.15344,6146
2026-03-20 15:00:00,1.15346,1.15575,1.15344,1.15417,6298
2026-03-20 16:00:00,1.15416,1.15663,1.15409,1.15592,4177
2026-03-20 17:00:00,1.1559300000000001,1.15702,1.15493,1.15573,5542
2026-03-20 18:00:00,1.15575,1.15716,1.1547399999999999,1.15503,5125
2026-03-20 19:00:00,1.15505,1.15616,1.15465,1.15581,3407
2026-03-20 20:00:00,1.15579,1.15714,1.15571,1.1569099999999999,1602
2026-03-22 21:00:00,1.1534200000000001,1.15392,1.15341,1.15391,334
2026-03-22 22:00:00,1.15423,1.15624,1.15404,1.15579,2376
2026-03-22 23:00:00,1.15579,1.15643,1.1556899999999999,1.15617,2054
2026-03-23 00:00:00,1.15619,1.1564,1.15383,1.15439,3396
2026-03-23 01:00:00,1.1543700000000001,1.15614,1.15436,1.15539,3678
2026-03-23 02:00:00,1.1554,1.1556899999999999,1.15428,1.15463,2347
2026-03-23 03:00:00,1.15465,1.15501,1.15423,1.15468,1665
2026-03-23 04:00:00,1.1547,1.15513,1.15453,1.15503,1287
2026-03-23 05:00:00,1.15503,1.1552,1.15338,1.15338,1918
2026-03-23 06:00:00,1.15336,1.1534,1.152,1.15303,3061
2026-03-23 07:00:00,1.15301,1.15399,1.15233,1.15271,4214
2026-03-23 08:00:00,1.15273,1.15457,1.15255,1.15295,5143
2026-03-23 09:00:00,1.15297,1.1534,1.14907,1.14946,4513
2026-03-23 10:00:00,1.14946,1.1501000000000001,1.1484,1.14855,4655
2026-03-23 11:00:00,1.14856,1.16198,1.1485400000000001,1.15561,43611
2026-03-23 12:00:00,1.1555900000000001,1.16141,1.1546,1.16121,18372
2026-03-23 13:00:00,1.16122,1.1615,1.15796,1.15993,15880
2026-03-23 14:00:00,1.15995,1.16395,1.15927,1.1615,13900
2026-03-23 15:00:00,1.16147,1.16308,1.15821,1.15858,11136
2026-03-23 16:00:00,1.15856,1.16002,1.15762,1.15906,8947
2026-03-23 17:00:00,1.1590799999999999,1.16093,1.15862,1.16014,6237
2026-03-23 18:00:00,1.16014,1.16371,1.15915,1.16348,6461
2026-03-23 19:00:00,1.16345,1.1635,1.16123,1.1613,3314
2026-03-23 20:00:00,1.16128,1.16149,1.1608100000000001,1.16082,1303
2026-03-23 21:00:00,1.16083,1.16138,1.1607,1.16138,507
2026-03-23 22:00:00,1.16146,1.16174,1.1608,1.1614200000000001,1401
2026-03-23 23:00:00,1.16143,1.16158,1.16056,1.16078,1666
2026-03-24 00:00:00,1.16079,1.16085,1.15808,1.1588,4512
2026-03-24 01:00:00,1.15882,1.15955,1.1578,1.15843,3732
2026-03-24 02:00:00,1.15846,1.15922,1.15824,1.15853,2749
2026-03-24 03:00:00,1.15854,1.15889,1.15809,1.15827,1908
2026-03-24 04:00:00,1.15827,1.15831,1.15753,1.15799,1359
2026-03-24 05:00:00,1.15799,1.15888,1.15755,1.15834,2551
2026-03-24 06:00:00,1.15834,1.1592,1.15787,1.15913,3269
2026-03-24 07:00:00,1.15911,1.16173,1.15885,1.16083,5297
2026-03-24 08:00:00,1.1608100000000001,1.1609099999999999,1.1581299999999999,1.15879,5736
2026-03-24 09:00:00,1.15881,1.15967,1.15783,1.15945,4140
2026-03-24 10:00:00,1.15945,1.15962,1.15828,1.15917,3508
2026-03-24 11:00:00,1.15915,1.16003,1.15785,1.15887,4143
2026-03-24 12:00:00,1.15889,1.15989,1.15807,1.15846,4902
