,open,high,low,close,tick_volume
2026-04-01 04:33:00,1.15622,1.15627,1.15619,1.1562000000000001,18.0
2026-04-01 04:34:00,1.15619,1.15622,1.15616,1.15618,18.0
2026-04-01 04:35:00,1.15618,1.15618,1.1561,1.15615,16.0
2026-04-01 04:36:00,1.15615,1.15617,1.15614,1.15615,13.0
2026-04-01 04:37:00,1.15615,1.1562999999999999,1.15615,1.15629,22.0
2026-04-01 04:38:00,1.15629,1.15632,1.15625,1.15631,12.0
2026-04-01 04:39:00,1.15631,1.15631,1.15617,1.15619,22.0
2026-04-01 04:40:00,1.15619,1.15623,1.15615,1.15622,14.0
2026-04-01 04:41:00,1.15622,1.15626,1.15621,1.15624,10.0
2026-04-01 04:42:00,1.15624,1.15633,1.15623,1.15633,13.0
2026-04-01 04:43:00,1.15632,1.15641,1.1562999999999999,1.1564,14.0
2026-04-01 04:44:00,1.1564,1.1564,1.15635,1.15638,10.0
2026-04-01 04:45:00,1.15638,1.15638,1.15631,1.15632,9.0
2026-04-01 04:46:00,1.15632,1.15639,1.1562999999999999,1.15636,16.0
2026-04-01 04:47:00,1.15637,1.15642,1.15636,1.15641,11.0
2026-04-01 04:48:00,1.1564,1.15644,1.15639,1.15644,9.0
2026-04-01 04:49:00,1.15644,1.15651,1.15641,1.15651,23.0
2026-04-01 04:50:00,1.15649,1.1565,1.15643,1.15647,12.0
2026-04-01 04:51:00,1.15647,1.15661,1.15647,1.1565699999999999,24.0
2026-04-01 04:52:00,1.15658,1.15659,1.15656,1.1565699999999999,11.0
2026-04-01 04:53:00,1.1565699999999999,1.1566,1.15655,1.15656,13.0
2026-04-01 04:54:00,1.15656,1.15656,1.1565,1.1565,11.0
2026-04-01 04:55:00,1.15649,1.15649,1.15631,1.15631,24.0
2026-04-01 04:56:00,1.15631,1.15642,1.15631,1.15641,22.0
2026-04-01 04:57:00,1.15642,1.15645,1.15638,1.15645,12.0
2026-04-01 04:58:00,1.15645,1.15649,1.15641,1.15647,33.0
2026-04-01 04:59:00,1.15645,1.1565,1.15644,1.15649,17.0
2026-04-01 05:00:00,1.15651,1.15656,1.15644,1.15645,36.0
2026-04-01 05:01:00,1.15645,1.15659,1.15645,1.15659,18.0
2026-04-01 05:02:00,1.1566,1.15662,1.15655,1.15656,15.0
2026-04-01 05:03:00,1.1565400000000001,1.1565699999999999,1.15647,1.1565699999999999,15.0
2026-04-01 05:04:00,1.15656,1.15656,1.15644,1.15646,26.0
