,open,high,low,close,tick_volume
2026-03-31 04:48:00,4562.19,4565.14,4561.879,4562.396,232.0
2026-03-31 04:49:00,4562.12,4562.735,4561.072,4561.53,200.0
2026-03-31 04:50:00,4561.314,4563.282,4561.314,4562.78,144.0
2026-03-31 04:51:00,4562.906,4564.011,4560.963,4561.07,161.0
2026-03-31 04:52:00,4561.271,4562.774,4561.271,4562.355,158.0
2026-03-31 04:53:00,4562.476,4563.052,4561.755,4563.009,150.0
2026-03-31 04:54:00,4563.024,4566.438,4563.024,4565.766,212.0
2026-03-31 04:55:00,4565.538,4566.437,4565.225,4566.286,129.0
2026-03-31 04:56:00,4566.077,4568.982,4565.487,4565.815,188.0
2026-03-31 04:57:00,4565.697,4566.37,4564.567,4565.341,146.0
2026-03-31 04:58:00,4565.155,4567.53,4565.082,4566.674,190.0
2026-03-31 04:59:00,4566.643,4566.831,4564.84,4564.909,127.0
2026-03-31 05:00:00,4564.721,4565.679,4563.86,4564.293,179.0
2026-03-31 05:01:00,4564.225,4566.575,4564.171,4566.104,169.0
2026-03-31 05:02:00,4566.332,4567.668,4565.51,4565.835,185.0
2026-03-31 05:03:00,4565.674,4567.635,4565.227,4567.078,197.0
2026-03-31 05:04:00,4567.152,4569.246,4567.152,4568.973,188.0
2026-03-31 05:05:00,4568.961,4569.206,4566.96,4567.451,176.0
2026-03-31 05:06:00,4567.729,4570.784,4567.137,4569.356,158.0
2026-03-31 05:07:00,4569.504,4570.573,4567.86,4567.86,171.0
2026-03-31 05:08:00,4567.772,4568.259,4563.611,4563.783,163.0
2026-03-31 05:09:00,4563.792,4564.265,4561.468,4561.898,192.0
2026-03-31 05:10:00,4561.889,4562.222,4555.144,4555.443,389.0
2026-03-31 05:11:00,4555.689,4556.826,4555.111,4556.26,183.0
2026-03-31 05:12:00,4556.295,4556.361,4552.39,4553.385,257.0
2026-03-31 05:13:00,4553.379,4554.532,4547.704,4553.551,484.0
2026-03-31 05:14:00,4553.554,4554.438,4550.071,4550.443,308.0
2026-03-31 05:15:00,4550.501,4554.411,4549.853,4554.151,256.0
2026-03-31 05:16:00,4554.206,4557.121,4554.051,4556.412,254.0
2026-03-31 05:17:00,4556.345,4557.063,4554.824,4556.719,223.0
2026-03-31 05:18:00,4556.663,4558.976,4556.505,4558.009,240.0
2026-03-31 05:19:00,4558.005,4558.784,4557.233,4557.951,173.0
2026-03-31 05:20:00,4557.737,4559.918,4556.137,4559.717,226.0
2026-03-31 05:21:00,4559.84,4563.069,4558.927,4562.854,243.0
2026-03-31 05:22:00,4562.501,4563.187,4560.33,4560.968,212.0
2026-03-31 05:23:00,4560.755,4560.88,4559.356,4560.257,149.0
2026-03-31 05:24:00,4560.181,4563.54,4559.852,4563.238,182.0
2026-03-31 05:25:00,4563.148,4565.276,4562.316,4565.225,188.0
2026-03-31 05:26:00,4565.17,4568.008,4563.492,4563.606,231.0
2026-03-31 05:27:00,4563.355,4563.537,4561.253,4561.614,169.0
2026-03-31 05:28:00,4561.544,4563.115,4560.218,4562.582,181.0
2026-03-31 05:29:00,4562.625,4562.625,4560.273,4561.243,158.0
2026-03-31 05:30:00,4561.466,4562.821,4558.497,4559.351,378.0
2026-03-31 05:31:00,4559.307,4567.885,4559.307,4566.651,485.0
2026-03-31 05:32:00,4566.776,4568.357,4562.886,4565.227,454.0
2026-03-31 05:33:00,4565.334,4571.026,4564.44,4570.633,397.0
2026-03-31 05:34:00,4570.691,4576.168,4570.691,4575.375,560.0
