,open,high,low,close,tick_volume
2026-03-31 05:35:00,4575.227,4576.887,4573.995,4575.636,458.0
2026-03-31 05:36:00,4575.504,4577.824,4575.093,4576.464,312.0
2026-03-31 05:37:00,4576.53,4578.173,4575.215,4575.387,248.0
2026-03-31 05:38:00,4575.214,4577.914,4573.955,4576.427,363.0
2026-03-31 05:39:00,4576.444,4579.968,4575.974,4577.575,254.0
2026-03-31 05:40:00,4577.607,4579.086,4576.003,4576.079,268.0
2026-03-31 05:41:00,4575.877,4576.282,4572.779,4576.013,365.0
2026-03-31 05:42:00,4576.041,4577.095,4574.772,4575.532,262.0
2026-03-31 05:43:00,4575.432,4577.179,4574.761,4577.058,222.0
2026-03-31 05:44:00,4576.951,4577.795,4575.221,4576.736,236.0
2026-03-31 05:45:00,4576.673,4578.923,4576.25,4578.33,256.0
2026-03-31 05:46:00,4578.526,4579.716,4576.927,4579.394,239.0
2026-03-31 05:47:00,4579.338,4579.786,4577.801,4578.548,242.0
2026-03-31 05:48:00,4578.623,4580.307,4578.016,4580.051,214.0
2026-03-31 05:49:00,4580.11,4581.748,4579.234,4579.502,250.0
2026-03-31 05:50:00,4579.581,4580.41,4577.827,4580.097,225.0
2026-03-31 05:51:00,4580.047,4580.744,4578.06,4579.958,215.0
2026-03-31 05:52:00,4579.94,4580.016,4578.177,4579.168,237.0
2026-03-31 05:53:00,4579.163,4579.628,4575.022,4576.847,318.0
2026-03-31 05:54:00,4576.69,4577.117,4573.158,4573.948,344.0
2026-03-31 05:55:00,4574.015,4574.299,4570.249,4571.757,312.0
2026-03-31 05:56:00,4571.827,4574.733,4570.708,4571.191,350.0
2026-03-31 05:57:00,4571.129,4572.494,4568.902,4569.411,293.0
2026-03-31 05:58:00,4569.47,4569.765,4567.848,4568.628,199.0
2026-03-31 05:59:00,4568.589,4570.051,4566.887,4568.734,279.0
2026-03-31 06:00:00,4568.921,4569.105,4561.65,4561.945,192.0
2026-03-31 06:01:00,4561.89,4563.78,4560.367,4560.884,152.0
2026-03-31 06:02:00,4560.943,4564.534,4558.606,4563.395,201.0
2026-03-31 06:03:00,4563.176,4565.728,4560.829,4561.635,316.0
2026-03-31 06:04:00,4561.699,4564.676,4561.5,4564.13,325.0
2026-03-31 06:05:00,4564.074,4564.465,4562.232,4563.068,242.0
2026-03-31 06:06:00,4562.976,4564.024,4560.689,4563.109,373.0
2026-03-31 06:07:00,4562.857,4564.434,4560.146,4561.962,389.0
2026-03-31 06:08:00,4562.212,4564.94,4562.091,4563.601,380.0
2026-03-31 06:09:00,4563.584,4563.858,4558.79,4558.914,331.0
2026-03-31 06:10:00,4558.948,4561.35,4557.397,4558.953,404.0
2026-03-31 06:11:00,4559.017,4560.516,4557.171,4560.074,345.0
2026-03-31 06:12:00,4560.162,4561.466,4559.346,4560.642,271.0
2026-03-31 06:13:00,4560.8,4562.037,4559.415,4559.693,208.0
2026-03-31 06:14:00,4559.574,4560.78,4556.318,4559.642,322.0
2026-03-31 06:15:00,4559.704,4560.01,4557.779,4559.575,272.0
2026-03-31 06:16:00,4559.637,4560.497,4558.105,4560.421,313.0
2026-03-31 06:17:00,4560.306,4561.089,4557.942,4559.08,252.0
2026-03-31 06:18:00,4559.016,4559.016,4554.921,4555.683,333.0
2026-03-31 06:19:00,4555.741,4557.071,4554.221,4554.801,346.0
2026-03-31 06:20:00,4554.936,4557.683,4553.239,4557.001,385.0
2026-03-31 06:21:00,4557.021,4560.628,4555.98,4560.628,278.0
2026-03-31 06:22:00,4560.44,4562.489,4560.242,4562.373,301.0
2026-03-31 06:23:00,4562.435,4562.435,4557.009,4557.683,321.0
2026-03-31 06:24:00,4557.614,4560.662,4557.364,4560.533,236.0
2026-03-31 06:25:00,4560.591,4564.437,4560.312,4563.614,261.0
2026-03-31 06:26:00,4563.624,4564.41,4560.299,4561.035,340.0
2026-03-31 06:27:00,4561.091,4562.687,4559.119,4560.128,283.0
2026-03-31 06:28:00,4560.02,4562.429,4560.02,4561.556,231.0
2026-03-31 06:29:00,4561.462,4561.462,4559.559,4560.84,258.0
2026-03-31 06:30:00,4560.779,4562.005,4559.314,4561.82,343.0
2026-03-31 06:31:00,4561.744,4564.814,4561.686,4563.697,308.0
2026-03-31 06:32:00,4563.753,4565.718,4563.068,4563.601,263.0
2026-03-31 06:33:00,4563.661,4564.363,4562.415,4562.501,178.0
2026-03-31 06:34:00,4562.556,4564.585,4562.113,4564.315,260.0
2026-03-31 06:35:00,4564.342,4564.869,4559.831,4561.633,300.0
2026-03-31 06:36:00,4561.883,4564.219,4561.405,4562.471,230.0
2026-03-31 06:37:00,4562.542,4563.221,4560.926,4561.105,197.0
2026-03-31 06:38:00,4560.976,4561.623,4559.617,4559.946,171.0
2026-03-31 06:39:00,4560.038,4562.27,4559.908,4560.986,204.0
2026-03-31 06:40:00,4560.94,4561.446,4559.918,4560.286,187.0
2026-03-31 06:41:00,4560.521,4560.639,4557.464,4557.629,212.0
2026-03-31 06:42:00,4557.579,4558.269,4556.08,4556.259,200.0
2026-03-31 06:43:00,4556.317,4558.149,4556.103,4557.096,269.0
2026-03-31 06:44:00,4557.026,4559.211,4557.026,4558.79,183.0
2026-03-31 06:45:00,4558.941,4561.209,4558.941,4559.809,126.0
2026-03-31 06:46:00,4559.853,4560.633,4558.613,4558.613,104.0
2026-03-31 06:47:00,4558.552,4559.329,4557.638,4558.047,100.0
2026-03-31 06:48:00,4558.069,4558.594,4554.497,4554.675,204.0
2026-03-31 06:49:00,4554.732,4557.702,4554.275,4556.174,209.0
2026-03-31 06:50:00,4556.183,4558.554,4555.88,4557.614,249.0
2026-03-31 06:51:00,4557.669,4557.682,4556.408,4557.429,126.0
2026-03-31 06:52:00,4557.494,4558.948,4557.05,4558.522,189.0
2026-03-31 06:53:00,4558.589,4559.435,4558.034,4558.189,193.0
2026-03-31 06:54:00,4558.251,4559.008,4557.858,4558.387,163.0
2026-03-31 06:55:00,4558.182,4558.982,4557.629,4558.139,173.0
2026-03-31 06:56:00,4558.308,4561.69,4558.308,4559.606,276.0
2026-03-31 06:57:00,4559.548,4559.7,4558.411,4558.795,177.0
2026-03-31 06:58:00,4558.732,4559.387,4556.762,4557.722,212.0
2026-03-31 06:59:00,4557.688,4557.974,4556.941,4557.319,188.0
2026-03-31 07:00:00,4557.381,4559.972,4554.809,4557.41,382.0
2026-03-31 07:01:00,4557.34,4561.732,4557.2,4559.545,387.0
2026-03-31 07:02:00,4559.363,4564.052,4559.067,4561.549,409.0
2026-03-31 07:03:00,4561.618,4562.128,4557.689,4558.812,306.0
2026-03-31 07:04:00,4558.868,4560.6,4557.612,4559.426,246.0
2026-03-31 07:05:00,4559.467,4561.586,4559.258,4560.445,248.0
2026-03-31 07:06:00,4560.717,4561.21,4559.508,4559.976,211.0
2026-03-31 07:07:00,4559.911,4559.911,4557.646,4558.454,257.0
2026-03-31 07:08:00,4558.378,4559.774,4556.466,4557.17,279.0
2026-03-31 07:09:00,4557.245,4558.029,4556.253,4556.79,190.0
2026-03-31 07:10:00,4556.562,4557.621,4555.837,4556.088,156.0
2026-03-31 07:11:00,4556.367,4556.633,4553.652,4555.152,232.0
2026-03-31 07:12:00,4555.096,4555.95,4552.268,4554.136,270.0
2026-03-31 07:13:00,4554.197,4555.31,4550.659,4550.971,232.0
2026-03-31 07:14:00,4550.881,4553.166,4550.212,4552.529,303.0
2026-03-31 07:15:00,4552.408,4554.276,4551.443,4553.071,286.0
2026-03-31 07:16:00,4553.163,4553.163,4551.069,4552.144,191.0
2026-03-31 07:17:00,4552.157,4554.518,4552.157,4552.879,228.0
2026-03-31 07:18:00,4552.859,4553.105,4548.614,4548.924,236.0
2026-03-31 07:19:00,4548.921,4549.197,4543.2,4546.809,332.0
2026-03-31 07:20:00,4546.734,4551.267,4546.633,4551.072,290.0
2026-03-31 07:21:00,4551.138,4554.029,4550.261,4552.804,297.0
2026-03-31 07:22:00,4552.824,4553.181,4551.356,4552.456,169.0
2026-03-31 07:23:00,4552.513,4553.538,4549.801,4550.476,229.0
2026-03-31 07:24:00,4550.531,4551.022,4548.57,4550.904,233.0
2026-03-31 07:25:00,4550.939,4551.982,4549.33,4551.11,285.0
2026-03-31 07:26:00,4551.142,4552.51,4549.838,4551.017,206.0
2026-03-31 07:27:00,4550.961,4555.692,4550.794,4555.101,305.0
2026-03-31 07:28:00,4555.17,4556.719,4554.272,4554.961,264.0
2026-03-31 07:29:00,4554.907,4555.676,4552.259,4552.283,244.0
2026-03-31 07:30:00,4552.224,4554.499,4552.031,4554.499,173.0
2026-03-31 07:31:00,4554.492,4554.645,4551.948,4553.112,167.0
2026-03-31 07:32:00,4552.991,4554.296,4552.352,4553.537,170.0
2026-03-31 07:33:00,4553.402,4555.065,4552.863,4554.467,192.0
2026-03-31 07:34:00,4554.132,4557.38,4553.222,4556.781,227.0
2026-03-31 07:35:00,4556.723,4558.65,4556.372,4557.668,237.0
2026-03-31 07:36:00,4557.579,4561.156,4557.579,4559.58,318.0
2026-03-31 07:37:00,4559.611,4559.952,4557.148,4557.209,165.0
2026-03-31 07:38:00,4557.275,4558.697,4556.844,4558.526,159.0
2026-03-31 07:39:00,4558.679,4559.357,4554.39,4554.447,212.0
2026-03-31 07:40:00,4554.391,4556.423,4554.173,4555.089,233.0
2026-03-31 07:41:00,4555.006,4555.655,4553.751,4554.889,102.0
2026-04-01 06:15:00,4696.679,4698.697,4696.679,4697.992,83.0
2026-04-01 06:16:00,4698.087,4698.155,4697.439,4697.903,25.0
